시군구,단지명,전용면적(제곱미터),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
인천광역시 남동구 만수동,벽산,59.805,2024-09,7,26000,17,2000,호구포로 924,,중개거래,인천 남동구
인천광역시 남동구 만수동,삼환2단지,59.05,2024-09,7,19500,15,1990,소래로 677,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공5단지,32.39,2024-09,7,14500,7,1987,백범로124번길 127,,중개거래,인천 남동구
인천광역시 남동구 간석동,유영(48-1),65.07,2024-09,7,18900,8,2005,간석로 68,,중개거래,인천 남동구
인천광역시 남동구 간석동,인천간석휴먼시아1단지,59.93,2024-09,7,35300,18,2014,백범로294번길 15,,중개거래,인천 남동구
인천광역시 남동구 논현동,주공13단지(푸르내마을),59.71,2024-09,7,28100,18,2006,포구로 98,,중개거래,인천 남동구
인천광역시 남동구 서창동,이편한세상서창,84.92,2024-09,7,51000,13,2017,서창남순환로 9,,중개거래,경기 고양시 일산서구
인천광역시 남동구 구월동,구월아시아드선수촌센트럴자이,84.93,2024-09,7,61800,20,2015,선수촌로 55,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현센트럴뷰,59.84,2024-09,7,40000,14,2014,논고개로68번길 34,,중개거래,인천 남동구
인천광역시 남동구 논현동,유호엔시티101-103동,84.8327,2024-09,7,38000,24,2013,포구로 35,,중개거래,인천 남동구
인천광역시 남동구 논현동,유호엔시티201동,84.9837,2024-09,7,31000,5,2013,포구로 45,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로12,84.997,2024-09,7,46800,29,2009,논고개로 10,,중개거래,인천 남동구
인천광역시 남동구 서창동,서창베라체아파트(11단지),84.55,2024-09,7,37500,7,2012,서창남로 17,,중개거래,인천 남동구
인천광역시 남동구 서창동,서창베라체아파트(11단지),84.55,2024-09,6,41250,5,2012,서창남로 17,,중개거래,인천 남동구
인천광역시 남동구 만수동,광명아파트,84.38,2024-09,6,26100,3,1991,담방로21번길 24,,중개거래,인천 남동구
인천광역시 남동구 만수동,광명아파트,84.38,2024-09,6,27700,11,1991,담방로21번길 24,,중개거래,인천 남동구
인천광역시 남동구 간석동,간석래미안자이,119.52,2024-09,6,63500,4,2008,남동대로 860,,중개거래,인천 남동구
인천광역시 남동구 간석동,현대홈타운(900-153),105.1401,2024-09,6,44000,9,2003,구월로 65,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현푸르지오 더퍼스트,61.9875,2024-09,6,39500,13,2019,포구로 40,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현푸르지오 더퍼스트,61.8677,2024-09,6,39800,29,2019,포구로 40,,중개거래,인천 남동구
인천광역시 남동구 논현동,유호엔시티101-103동,84.5507,2024-09,6,33900,6,2013,포구로 35,,중개거래,인천 남동구
인천광역시 남동구 남촌동,남촌풍림2차,84.835,2024-09,6,27900,7,2000,남촌동로 8,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월힐스테이트1단지,115.6671,2024-09,6,67500,15,2007,구월로 192,,중개거래,인천 남동구
인천광역시 남동구 서창동,태평2차,59.96,2024-09,6,22000,3,1997,장아산로 181,,직거래,
인천광역시 남동구 서창동,서창베라체아파트(11단지),84.72,2024-09,6,37000,8,2012,서창남로 17,,직거래,
인천광역시 남동구 만수동,주공8단지,38.64,2024-09,5,11750,12,1990,담방로 105,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현신일해피트리,134.894,2024-09,5,57800,15,2007,은봉로 288,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현 파크 포레,84.94,2024-09,5,37800,20,2009,은봉로165번길 24,,직거래,
인천광역시 남동구 논현동,에코메트로11,84.993,2024-09,5,52000,8,2009,논고개로 17,,중개거래,인천 남동구
인천광역시 남동구 논현동,풍림,85,2024-09,5,30000,2,2000,청능대로718번길 7,,중개거래,인천 남동구
인천광역시 남동구 만수동,벽산,84.93,2024-09,5,32500,15,2000,호구포로 924,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공6단지,47.25,2024-09,5,17400,5,1986,만수로50번길 19,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공4단지,66.56,2024-09,5,30000,15,1987,백범로124번길 126,,중개거래,인천 남동구
인천광역시 남동구 간석동,간석래미안자이,59.91,2024-09,5,45000,20,2008,남동대로 860,,중개거래,인천 남동구
인천광역시 남동구 만수동,남동아파트,60,2024-09,4,21500,12,1992,장승남로33번길 23,,중개거래,인천 남동구
인천광역시 남동구 논현동,주공13단지(푸르내마을),59.57,2024-09,4,25000,1,2006,포구로 98,,중개거래,인천 남동구
인천광역시 남동구 구월동,신세계,73.61,2024-09,4,23000,10,1980,호구포로 858,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월힐스테이트1단지,115.6671,2024-09,4,62500,20,2007,구월로 192,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공5단지,49.94,2024-09,4,23500,6,1987,백범로124번길 127,,중개거래,인천 남동구
인천광역시 남동구 구월동,신세계,85.44,2024-09,3,28000,8,1980,호구포로 858,,중개거래,인천 남동구
인천광역시 남동구 만수동,담방마을,45.76,2024-09,3,12000,9,1994,매소홀로 1030,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수뉴서울아파트,34.65,2024-09,3,9300,15,1992,담방로21번길 61,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공2단지,61.52,2024-09,3,28000,6,1987,백범로124번길 43,,중개거래,인천 남동구
인천광역시 남동구 만수동,하우스토리만수,59.9769,2024-09,3,36000,11,2020,구월로372번길 90,,중개거래,인천 남동구+인천 연수구
인천광역시 남동구 논현동,논현푸르지오 더퍼스트,61.8677,2024-09,3,40500,17,2019,포구로 40,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현푸르지오 더퍼스트,61.8677,2024-09,3,39000,7,2019,포구로 40,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로12,84.993,2024-09,3,52500,22,2009,논고개로 10,,중개거래,인천 남동구
인천광역시 남동구 서창동,에코에비뉴,84.92,2024-09,3,42000,10,2014,서창남순환로 190-100,,중개거래,인천 남동구
인천광역시 남동구 구월동,롯데캐슬골드,83.8726,2024-09,3,49000,6,2007,호구포로 803,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌센트럴자이,101.95,2024-09,3,60500,3,2015,선수촌로 55,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월유승한내들퍼스티지,84.3455,2024-09,3,57000,11,2016,선수촌로 75,,중개거래,인천 남동구
인천광역시 남동구 서창동,태평2차,111.6,2024-09,3,34000,17,1997,장아산로 181,,중개거래,인천 남동구
인천광역시 남동구 간석동,간석래미안자이,84.98,2024-09,3,56250,16,2008,남동대로 860,,중개거래,인천 남동구
인천광역시 남동구 간석동,우성,84.97,2024-09,3,30500,2,1990,방축로 501,,중개거래,인천 남동구
인천광역시 남동구 간석동,현광,48.54,2024-09,3,10000,4,1990,경원대로939번길 45,,중개거래,인천 남동구
인천광역시 남동구 만수동,담방마을,46.12,2024-09,2,14000,5,1994,매소홀로 1030,,중개거래,인천 남동구
인천광역시 남동구 만수동,남동아파트,60,2024-09,2,19000,3,1992,장승남로33번길 23,,중개거래,인천 남동구
인천광역시 남동구 만수동,주공11단지,49.65,2024-09,2,16100,15,1997,만수서로105번길 40-18,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수뉴서울아파트,34.65,2024-09,2,10800,2,1992,담방로21번길 61,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌2단지,51.56,2024-09,2,33000,25,2015,선수촌공원로 96,,중개거래,인천 남동구
인천광역시 남동구 간석동,풍림아이원,84.956,2024-09,2,37000,4,2004,석산로 35,,중개거래,인천 미추홀구
인천광역시 남동구 논현동,어진마을한화꿈에그린(6단지),119.951,2024-09,2,54000,10,2007,논현로 106,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌8단지,74.93,2024-09,2,42600,8,2015,선수촌로 8,2024-09-10,중개거래,인천 남동구
인천광역시 남동구 구월동,구월유승한내들퍼스티지,84.3455,2024-09,2,55000,8,2016,선수촌로 75,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌2단지,59.57,2024-09,2,38800,16,2015,선수촌공원로 96,,중개거래,인천 남동구+인천 미추홀구
인천광역시 남동구 만수동,포레시안,46.42,2024-09,2,24000,4,2011,만수서로 55,,중개거래,인천 남동구
인천광역시 남동구 서창동,태평1차,84.885,2024-09,2,26500,8,1995,장아산로128번길 22,,중개거래,인천 남동구
인천광역시 남동구 서창동,서창퍼스트뷰(7단지),84.72,2024-09,2,39900,14,2012,서창남순환로 190-15,,중개거래,인천 남동구
인천광역시 남동구 서창동,서창퍼스트뷰(7단지),59.9,2024-09,2,32900,7,2012,서창남순환로 190-15,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현센트럴뷰,59.84,2024-09,1,42500,22,2014,논고개로68번길 34,,중개거래,인천 남동구
인천광역시 남동구 간석동,휴하임(114-4),48.207,2024-09,1,17600,10,2015,백범로 358,,중개거래,인천 남동구
인천광역시 남동구 만수동,효성상아,78.1,2024-09,1,32000,6,1990,백범로227번길 76,,중개거래,인천 남동구
인천광역시 남동구 만수동,벽산,84.93,2024-09,1,31500,24,2000,호구포로 924,,중개거래,인천 남동구
인천광역시 남동구 간석동,간석래미안자이,84.98,2024-09,1,60000,26,2008,남동대로 860,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌8단지,74.91,2024-09,1,43400,10,2015,선수촌로 8,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌센트럴자이,84.93,2024-09,1,61500,24,2015,선수촌로 55,,중개거래,인천 남동구+충남 천안시 서북구
인천광역시 남동구 논현동,휴먼시아동산마을,84.6,2024-09,1,38000,19,2006,소래역로 119,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월힐스테이트1단지,75.3036,2024-08,31,45000,6,2007,구월로 192,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌1단지,51.56,2024-08,31,33000,11,2015,선수촌공원로 85,,중개거래,인천 남동구
인천광역시 남동구 간석동,웰스하임,18.97,2024-08,31,7000,18,2014,백범로 381,,중개거래,인천 남동구
인천광역시 남동구 간석동,인천간석휴먼시아1단지,59.94,2024-08,31,34700,12,2014,백범로294번길 15,,중개거래,인천 남동구
인천광역시 남동구 간석동,풍림아이원,84.956,2024-08,31,37900,20,2004,석산로 35,,중개거래,인천 미추홀구
인천광역시 남동구 간석동,현광,52.95,2024-08,31,13300,1,1991,경원대로939번길 9,,중개거래,인천 남동구
인천광역시 남동구 서창동,서창퍼스트뷰(7단지),59.94,2024-08,31,32500,18,2012,서창남순환로 190-15,,중개거래,인천 남동구
인천광역시 남동구 서창동,더포레스트,59.98,2024-08,31,33500,8,2017,서창남순환로 140,,중개거래,인천 남동구
인천광역시 남동구 서창동,더포레스트,59.93,2024-08,31,33000,10,2017,서창남순환로 140,,중개거래,경기 부천시 원미구+인천 남동구
인천광역시 남동구 논현동,어진마을한화꿈에그린(6단지),119.877,2024-08,31,51500,10,2007,논현로 106,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로12,84.997,2024-08,31,48000,4,2009,논고개로 10,2024-09-21,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로12,84.997,2024-08,31,48000,4,2009,논고개로 10,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로6,84.992,2024-08,31,51000,12,2010,아암대로1503번길 98,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로6,84.992,2024-08,31,51000,6,2010,아암대로1503번길 98,,중개거래,인천 남동구
인천광역시 남동구 만수동,벽산,59.805,2024-08,31,25000,19,2000,호구포로 924,,중개거래,인천 남동구
인천광역시 남동구 만수동,벽산,59.805,2024-08,31,25000,19,2000,호구포로 924,2024-09-13,중개거래,인천 남동구
인천광역시 남동구 만수동,공작(3-73),39.29,2024-08,31,7500,1,1989,만수서로105번길 40-23,,중개거래,인천 남동구
인천광역시 남동구 만수동,하우스토리만수,59.9854,2024-08,31,33000,3,2020,구월로372번길 90,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월힐스테이트1단지,83.8726,2024-08,31,45500,1,2007,구월로 192,,중개거래,인천 남동구
인천광역시 남동구 구월동,롯데캐슬골드,83.9829,2024-08,31,48200,16,2007,호구포로 803,,중개거래,인천 남동구
인천광역시 남동구 구월동,롯데캐슬골드,59.9,2024-08,30,39500,19,2007,호구포로 803,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌2단지,51.95,2024-08,30,32000,10,2015,선수촌공원로 96,,중개거래,인천 남동구+인천 연수구
인천광역시 남동구 구월동,구월아시아드선수촌센트럴자이,84.94,2024-08,30,59500,29,2015,선수촌로 55,,중개거래,인천 남동구
인천광역시 남동구 만수동,담방마을,45.76,2024-08,30,12800,16,1994,매소홀로 1030,,중개거래,인천 남동구
인천광역시 남동구 논현동,풍림,59.7,2024-08,30,24300,12,2000,청능대로718번길 7,,중개거래,인천 남동구
인천광역시 남동구 만수동,벽산,84.93,2024-08,30,28200,5,2000,호구포로 924,,중개거래,인천 남동구
